id,code,desc
2117,P0B3D,"Hybrid Battery Voltage Sense ""A"" Circuit Low"
2118,P0B3E,"Hybrid Battery Voltage Sense ""A"" Circuit High"
2119,P0B3F,"Hybrid Battery Voltage Sense ""A"" Circuit Intermittent/Erratic"
2120,P0B40,"Hybrid Battery Voltage Sense ""B"" Circuit"
2121,P0B41,"Hybrid Battery Voltage Sense ""B"" Circuit Range/Performance"
2122,P0B42,"Hybrid Battery Voltage Sense ""B"" Circuit Low"
2123,P0B43,"Hybrid Battery Voltage Sense ""B"" Circuit High"
2124,P0B44,"Hybrid Battery Voltage Sense ""B"" Circuit Intermittent/Erratic"
2125,P0B45,"Hybrid Battery Voltage Sense ""C"" Circuit"
2126,P0B46,"Hybrid Battery Voltage Sense ""C"" Circuit Range/Performance"
2127,P0B47,"Hybrid Battery Voltage Sense ""C"" Circuit Low"
2128,P0B48,"Hybrid Battery Voltage Sense ""C"" Circuit High"
2129,P0B49,"Hybrid Battery Voltage Sense ""C"" Circuit Intermittent/Erratic"
2130,P0B4A,"Hybrid Battery Voltage Sense ""D"" Circuit"
2131,P0B4B,"Hybrid Battery Voltage Sense ""D"" Circuit Range/Performance"
2132,P0B4C,"Hybrid Battery Voltage Sense ""D"" Circuit Low"
2133,P0B4D,"Hybrid Battery Voltage Sense ""D"" Circuit High"
2134,P0B4E,"Hybrid Battery Voltage Sense ""D"" Circuit Intermittent/Erratic"
2135,P0B4F,"Hybrid Battery Voltage Sense ""E"" Circuit"
2136,P0B50,"Hybrid Battery Voltage Sense ""E"" Circuit Range/Performance"
2137,P0B51,"Hybrid Battery Voltage Sense ""E"" Circuit Low"
2138,P0B52,"Hybrid Battery Voltage Sense ""E"" Circuit High"
2139,P0B53,"Hybrid Battery Voltage Sense ""E"" Circuit Intermittent/Erratic"
2140,P0B54,"Hybrid Battery Voltage Sense ""F"" Circuit"
2141,P0B55,"Hybrid Battery Voltage Sense ""F"" Circuit Range/Performance"
2142,P0B56,"Hybrid Battery Voltage Sense ""F"" Circuit Low"
2143,P0B57,"Hybrid Battery Voltage Sense ""F"" Circuit High"
2144,P0B58,"Hybrid Battery Voltage Sense ""F"" Circuit Intermittent/Erratic"
2145,P0B59,"Hybrid Battery Voltage Sense ""G"" Circuit"
2146,P0B5A,"Hybrid Battery Voltage Sense ""G"" Circuit Range/Performance"
2147,P0B5B,"Hybrid Battery Voltage Sense ""G"" Circuit Low"
2148,P0B5C,"Hybrid Battery Voltage Sense ""G"" Circuit High"
2149,P0B5D,"Hybrid Battery Voltage Sense ""G"" Circuit Intermittent/Erratic"
2150,P0B5E,"Hybrid Battery Voltage Sense ""H"" Circuit"
2151,P0B5F,"Hybrid Battery Voltage Sense ""H"" Circuit Range/Performance"
2152,P0B60,"Hybrid Battery Voltage Sense ""H"" Circuit Low"
2153,P0B61,"Hybrid Battery Voltage Sense ""H"" Circuit High"
2154,P0B62,"Hybrid Battery Voltage Sense ""H"" Circuit Intermittent/Erratic"
2155,P0B63,"Hybrid Battery Voltage Sense ""I"" Circuit"
2156,P0B64,"Hybrid Battery Voltage Sense ""I"" Circuit Range/Performance"
2157,P0B65,"Hybrid Battery Voltage Sense ""I"" Circuit Low"
2158,P0B66,"Hybrid Battery Voltage Sense ""I"" Circuit High"
2159,P0B67,"Hybrid Battery Voltage Sense ""I"" Circuit Intermittent/Erratic"
2160,P0B68,"Hybrid Battery Voltage Sense ""J"" Circuit"
2161,P0B69,"Hybrid Battery Voltage Sense ""J"" Circuit Range/Performance"
2162,P0B6A,"Hybrid Battery Voltage Sense ""J"" Circuit Low"
2163,P0B6B,"Hybrid Battery Voltage Sense ""J"" Circuit High"
2164,P0B6C,"Hybrid Battery Voltage Sense ""J"" Circuit Intermittent/Erratic"
2165,P0B6D,"Hybrid Battery Voltage Sense ""K"" Circuit"
2166,P0B6E,"Hybrid Battery Voltage Sense ""K"" Circuit Range/Performance"
2167,P0B6F,"Hybrid Battery Voltage Sense ""K"" Circuit Low"
2168,P0B70,"Hybrid Battery Voltage Sense ""K"" Circuit High"
2169,P0B71,"Hybrid Battery Voltage Sense ""K"" Circuit Intermittent/Erratic"
2170,P0B72,"Hybrid Battery Voltage Sense ""L"" Circuit"
2171,P0B73,"Hybrid Battery Voltage Sense ""L"" Circuit Range/Performance"
2172,P0B74,"Hybrid Battery Voltage Sense ""L"" Circuit Low"
2173,P0B75,"Hybrid Battery Voltage Sense ""L"" Circuit High"
2174,P0B76,"Hybrid Battery Voltage Sense ""L"" Circuit Intermittent/Erratic"
2175,P0B77,"Hybrid Battery Voltage Sense ""M"" Circuit"
2176,P0B78,"Hybrid Battery Voltage Sense ""M"" Circuit Range/Performance"
2177,P0B79,"Hybrid Battery Voltage Sense ""M"" Circuit Low"
2178,P0B7A,"Hybrid Battery Voltage Sense ""M"" Circuit High"
2179,P0B7B,"Hybrid Battery Voltage Sense ""M"" Circuit Intermittent/Erratic"
2180,P0B7C,"Hybrid Battery Voltage Sense ""N"" Circuit"
2181,P0B7D,"Hybrid Battery Voltage Sense ""N"" Circuit Range/Performance"
2182,P0B7E,"Hybrid Battery Voltage Sense ""N"" Circuit Low"
2183,P0B7F,"Hybrid Battery Voltage Sense ""N"" Circuit High"
2184,P0B80,"Hybrid Battery Voltage Sense ""N"" Circuit Intermittent/Erratic"
2185,P0B81,"Hybrid Battery Voltage Sense ""O"" Circuit"
2186,P0B82,"Hybrid Battery Voltage Sense ""O"" Circuit Range/Performance"
2187,P0B83,"Hybrid Battery Voltage Sense ""O"" Circuit Low"
2188,P0B84,"Hybrid Battery Voltage Sense ""O"" Circuit High"
2189,P0B85,"Hybrid Battery Voltage Sense ""O"" Circuit Intermittent/Erratic"
2190,P0B86,"Hybrid Battery Voltage Sense ""P"" Circuit"
2191,P0B87,"Hybrid Battery Voltage Sense ""P"" Circuit Range/Performance"
2192,P0B88,"Hybrid Battery Voltage Sense ""P"" Circuit Low"
2193,P0B89,"Hybrid Battery Voltage Sense ""P"" Circuit High"
2194,P0B8A,"Hybrid Battery Voltage Sense ""P"" Circuit Intermittent/Erratic"
2195,P0B8B,"Hybrid Battery Voltage Sense ""Q"" Circuit"
2196,P0B8C,"Hybrid Battery Voltage Sense ""Q"" Circuit Range/Performance"
2197,P0B8D,"Hybrid Battery Voltage Sense ""Q"" Circuit Low"
2198,P0B8E,"Hybrid Battery Voltage Sense ""Q"" Circuit High"
2199,P0B8F,"Hybrid Battery Voltage Sense ""Q"" Circuit Intermittent/Erratic"
2200,P0B90,"Hybrid Battery Voltage Sense ""R"" Circuit"
2201,P0B91,"Hybrid Battery Voltage Sense ""R"" Circuit Range/Performance"
2202,P0B92,"Hybrid Battery Voltage Sense ""R"" Circuit Low"
2203,P0B93,"Hybrid Battery Voltage Sense ""R"" Circuit High"
2204,P0B94,"Hybrid Battery Voltage Sense ""R"" Circuit Intermittent/Erratic"
2205,P0B95,"Hybrid Battery Voltage Sense ""S"" Circuit"
2206,P0B96,"Hybrid Battery Voltage Sense ""S"" Circuit Range/Performance"
2207,P0B97,"Hybrid Battery Voltage Sense ""S"" Circuit Low"
2208,P0B98,"Hybrid Battery Voltage Sense ""S"" Circuit High"
2209,P0B99,"Hybrid Battery Voltage Sense ""S"" Circuit Intermittent/Erratic"
2210,P0B9A,"Hybrid Battery Voltage Sense ""T"" Circuit"
2211,P0B9B,"Hybrid Battery Voltage Sense ""T"" Circuit Range/Performance"
2212,P0B9C,"Hybrid Battery Voltage Sense ""T"" Circuit Low"
2213,P0B9D,"Hybrid Battery Voltage Sense ""T"" Circuit High"
2214,P0B9E,"Hybrid Battery Voltage Sense ""T"" Circuit Intermittent/Erratic"
2215,P0B9F,"Hybrid Battery Voltage Sense ""U"" Circuit"
2216,P0BA0,"Hybrid Battery Voltage Sense ""U"" Circuit Range/Performance"
2217,P0BA1,"Hybrid Battery Voltage Sense ""U"" Circuit Low"
2218,P0BA2,"Hybrid Battery Voltage Sense ""U"" Circuit High"
2219,P0BA3,"Hybrid Battery Voltage Sense ""U"" Circuit Intermittent/Erratic"
2220,P0BA4,"Hybrid Battery Voltage Sense ""V"" Circuit"
2221,P0BA5,"Hybrid Battery Voltage Sense ""V"" Circuit Range/Performance"
2222,P0BA6,"Hybrid Battery Voltage Sense ""V"" Circuit Low"
2223,P0BA7,"Hybrid Battery Voltage Sense ""V"" Circuit High"
2224,P0BA8,"Hybrid Battery Voltage Sense ""V"" Circuit Intermittent/Erratic"
2225,P0BA9,"Hybrid Battery Voltage Sense ""W"" Circuit"
2226,P0BAA,"Hybrid Battery Voltage Sense ""W"" Circuit Range/Performance"
2227,P0BAB,"Hybrid Battery Voltage Sense ""W"" Circuit Low"
2228,P0BAC,"Hybrid Battery Voltage Sense ""W"" Circuit High"
2229,P0BAD,"Hybrid Battery Voltage Sense ""W"" Circuit Intermittent/Erratic"
2230,P0BAE,"Hybrid Battery Voltage Sense ""X"" Circuit"
2231,P0BAF,"Hybrid Battery Voltage Sense ""X"" Circuit Range/Performance"
2232,P0BB0,"Hybrid Battery Voltage Sense ""X"" Circuit Low"
2233,P0BB1,"Hybrid Battery Voltage Sense ""X"" Circuit High"
2234,P0BB2,"Hybrid Battery Voltage Sense ""X"" Circuit Intermittent/Erratic"
2235,P0BB3,"Hybrid Battery Voltage Sense ""Y"" Circuit"
2236,P0BB4,"Hybrid Battery Voltage Sense ""Y"" Circuit Range/Performance"
2237,P0BB5,"Hybrid Battery Voltage Sense ""Y"" Circuit Low"
2238,P0BB6,"Hybrid Battery Voltage Sense ""Y"" Circuit High"
2239,P0BB7,"Hybrid Battery Voltage Sense ""Y"" Circuit Intermittent/Erratic"
2240,P0BB8,"Hybrid Battery Voltage Sense ""Z"" Circuit"
2241,P0BB9,"Hybrid Battery Voltage Sense ""Z"" Circuit Range/Performance"
2242,P0BBA,"Hybrid Battery Voltage Sense ""Z"" Circuit Low"
2243,P0BBB,"Hybrid Battery Voltage Sense ""Z"" Circuit High"
2244,P0BBC,"Hybrid Battery Voltage Sense ""Z"" Circuit Intermittent/Erratic"
2245,P0BBD,Hybrid Battery Pack Voltage Variation Exceeded Limit
2246,P0BBE,Hybrid Battery Pack Voltage Variation
2247,P0BBF,Hybrid Battery Pack Cooling Fan Supply Voltage Circuit/Open
2248,P0BC0,Hybrid Battery Pack Cooling Fan Supply Voltage Circuit Low
2249,P0BC1,Hybrid Battery Pack Cooling Fan Supply Voltage Circuit High
2250,P0BC2,"Hybrid Battery Temperature Sensor ""E"" Circuit"
2251,P0BC3,"Hybrid Battery Temperature Sensor ""E"" Range/Performance"
2252,P0BC4,"Hybrid Battery Temperature Sensor ""E"" Circuit Low"
2253,P0BC5,"Hybrid Battery Temperature Sensor ""E"" Circuit High"
2254,P0BC6,"Hybrid Battery Temperature Sensor ""E"" Circuit Intermittent/Erratic"
2255,P0BC7,Hybrid Battery Pack Cooling Fan Sense Circuit/Open
2256,P0BC8,Hybrid Battery Pack Cooling Fan Sense Range/Performance
2257,P0BC9,Hybrid Battery Pack Cooling Fan Sense Circuit Low
2258,P0BCA,Hybrid Battery Pack Cooling Fan Sense Circuit High
2259,P0BCB,Hybrid Battery Pack Cooling Fan Sense Circuit Intermittent/Erratic
2260,P0BCC,Generator Inverter Temperature Sensor Circuit
2261,P0BCD,Generator Inverter Temperature Sensor Circuit Range/Performance
2262,P0BCE,Generator Inverter Temperature Sensor Circuit Low
2263,P0BCF,Generator Inverter Temperature Sensor Circuit High
2264,P0BD0,Generator Inverter Temperature Sensor Circuit Intermittent/Erratic
2265,P0BD1,"Drive Motor Inverter Temperature Sensor ""C"" Circuit"
2266,P0BD2,"Drive Motor Inverter Temperature Sensor ""C"" Circuit Range/Performance"
2267,P0BD3,"Drive Motor Inverter Temperature Sensor ""C"" Circuit Low"
2268,P0BD4,"Drive Motor Inverter Temperature Sensor ""C"" Circuit High"
2269,P0BD5,"Drive Motor Inverter Temperature Sensor ""C"" Circuit Intermittent/Erratic"
2270,P0BD6,"Drive Motor Inverter Temperature Sensor ""D"" Circuit"
2271,P0BD7,"Drive Motor Inverter Temperature Sensor ""D"" Circuit Range/Performance"
2272,P0BD8,"Drive Motor Inverter Temperature Sensor ""D"" Circuit Low"
2273,P0BD9,"Drive Motor Inverter Temperature Sensor ""D"" Circuit High"
2274,P0BDA,"Drive Motor Inverter Temperature Sensor ""D"" Circuit Intermittent/Erratic"
2275,P0BDB,"Drive Motor Inverter Temperature Sensor ""E"" Circuit"
2276,P0BDC,"Drive Motor Inverter Temperature Sensor ""E"" Circuit Range/Performance"
2277,P0BDD,"Drive Motor Inverter Temperature Sensor ""E"" Circuit Low"
2278,P0BDE,"Drive Motor Inverter Temperature Sensor ""E"" Circuit High"
2279,P0BDF,"Drive Motor Inverter Temperature Sensor ""E"" Circuit Intermittent/Erratic"
2280,P0BE0,"Drive Motor Inverter Temperature Sensor ""F"" Circuit"
2281,P0BE1,"Drive Motor Inverter Temperature Sensor ""F"" Circuit Range/Performance"
2282,P0BE2,"Drive Motor Inverter Temperature Sensor ""F"" Circuit Low"
2283,P0BE3,"Drive Motor Inverter Temperature Sensor ""F"" Circuit High"
2284,P0BE4,"Drive Motor Inverter Temperature Sensor ""F"" Circuit Intermittent/Erratic"
2285,P0BE5,"Drive Motor ""A"" Phase U Current Sensor Circuit"
2286,P0BE6,"Drive Motor ""A"" Phase U Current Sensor Circuit Range/Performance"
2287,P0BE7,"Drive Motor ""A"" Phase U Current Sensor Circuit Low"
2288,P0BE8,"Drive Motor ""A"" Phase U Current Sensor Circuit High"
2289,P0BE9,"Drive Motor ""A"" Phase V Current Sensor Circuit"
2290,P0BEA,"Drive Motor ""A"" Phase V Current Sensor Circuit Range/Performance"
2291,P0BEB,"Drive Motor ""A"" Phase V Current Sensor Circuit Low"
2292,P0BEC,"Drive Motor ""A"" Phase V Current Sensor Circuit High"
2293,P0BED,"Drive Motor ""A"" Phase W Current Sensor Circuit"
2294,P0BEE,"Drive Motor ""A"" Phase W Current Sensor Circuit Range/Performance"
2295,P0BEF,"Drive Motor ""A"" Phase W Current Sensor Circuit Low"
2296,P0BF0,"Drive Motor ""A"" Phase W Current Sensor Circuit High"
2297,P0BF1,"Drive Motor ""B"" Phase U Current Sensor Circuit"
2298,P0BF2,"Drive Motor ""B"" Phase U Current Sensor Circuit Range/Performance"
2299,P0BF3,"Drive Motor ""B"" Phase U Current Sensor Circuit Low"
2300,P0BF4,"Drive Motor ""B"" Phase U Current Sensor Circuit High"
2301,P0BF5,"Drive Motor ""B"" Phase V Current Sensor Circuit"
4961,P3B00,ISO/SAE Reserved
2302,P0BF6,"Drive Motor ""B"" Phase V Current Sensor Circuit Range/Performance"
2303,P0BF7,"Drive Motor ""B"" Phase V Current Sensor Circuit Low"
2304,P0BF8,"Drive Motor ""B"" Phase V Current Sensor Circuit High"
2305,P0BF9,"Drive Motor ""B"" Phase W Current Sensor Circuit"
2306,P0BFA,"Drive Motor ""B"" Phase W Current Sensor Circuit Range/Performance"
2307,P0BFB,"Drive Motor ""B"" Phase W Current Sensor Circuit Low"
2308,P0BFC,"Drive Motor ""B"" Phase W Current Sensor Circuit High"
2309,P0BFD,"Drive Motor ""A"" Phase U-V-W Current Sensor Correlation"
2310,P0BFE,"Drive Motor ""B"" Phase U-V-W Current Sensor Correlation"
2311,P0BFF,"Drive Motor ""A"" Current"
2312,P0C00,"Drive Motor ""A"" Current Low"
2313,P0C01,"Drive Motor ""A"" Current High"
2314,P0C02,"Drive Motor ""B"" Current"
2315,P0C03,"Drive Motor ""B"" Current Low"
2316,P0C04,"Drive Motor ""B"" Current High"
2317,P0C05,"Drive Motor ""A"" Phase U-V-W Circuit/Open"
2318,P0C06,"Drive Motor ""A"" Phase U-V-W Circuit Low"
2319,P0C07,"Drive Motor ""A"" Phase U-V-W Circuit High"
2320,P0C08,"Drive Motor ""B"" Phase U-V-W Circuit/Open"
2321,P0C09,"Drive Motor ""B"" Phase U-V-W Circuit Low"
2322,P0C0A,"Drive Motor ""B"" Phase U-V-W Circuit High"
2323,P0C0B,"Drive Motor ""A"" Inverter Power Supply Circuit/Open"
2324,P0C0C,"Drive Motor ""A"" Inverter Power Supply Circuit Low"
2325,P0C0D,"Drive Motor ""A"" Inverter Power Supply Circuit High"
2326,P0C0E,"Drive Motor ""B"" Inverter Power Supply Circuit/Open"
2327,P0C0F,"Drive Motor ""B"" Inverter Power Supply Circuit Low"
2328,P0C10,"Drive Motor ""B"" Inverter Power Supply Circuit High"
2329,P0C11,"Drive Motor ""A"" Inverter Phase U Over Temperature"
2330,P0C12,"Drive Motor ""A"" Inverter Phase V Over Temperature"
2331,P0C13,"Drive Motor ""A"" Inverter Phase W Over Temperature"
2332,P0C14,"Drive Motor ""B"" Inverter Phase U Over Temperature"
2333,P0C15,"Drive Motor ""B"" Inverter Phase V Over Temperature"
2334,P0C16,"Drive Motor ""B"" Inverter Phase W Over Temperature"
2335,P0C17,"Drive Motor ""A"" Position Sensor Not Learned"
2336,P0C18,"Drive Motor ""B"" Position Sensor Not Learned"
2337,P0C19,"Drive Motor ""A"" Torque Delivered Performance"
2338,P0C1A,"Drive Motor ""B"" Torque Delivered Performance"
2339,P0C1B,Auxiliary Transmission Fluid Pump Control Module Internal Temperature Too High
2340,P0C1C,Auxiliary Transmission Fluid Pump Control Module Internal Temperature Sensor Circuit
2341,P0C1D,Auxiliary Transmission Fluid Pump Control Module Internal Temperature Sensor Circuit Range/Performance
2342,P0C1E,Auxiliary Transmission Fluid Pump Control Module Internal Temperature Sensor Circuit Low
2343,P0C1F,Auxiliary Transmission Fluid Pump Control Module Internal Temperature Sensor Circuit High
2344,P0C20,Auxiliary Transmission Fluid Pump Phase U-V-W Circuit/Open
2345,P0C21,Auxiliary Transmission Fluid Pump Phase U-V-W Circuit Low
2346,P0C22,Auxiliary Transmission Fluid Pump Phase U-V-W Circuit High
2347,P0C23,Auxiliary Transmission Fluid Pump Control Module Circuit/Open
2348,P0C24,Auxiliary Transmission Fluid Pump Control Module Circuit Low
2349,P0C25,Auxiliary Transmission Fluid Pump Control Module Circuit High
2350,P0C26,Auxiliary Transmission Fluid Pump Motor Current
2351,P0C27,Auxiliary Transmission Fluid Pump Motor Current Low
2352,P0C28,Auxiliary Transmission Fluid Pump Motor Current High
2353,P0C29,Auxiliary Transmission Fluid Pump Driver Circuit Performance
2354,P0C2A,Auxiliary Transmission Fluid Pump Motor Stalled
2355,P0C2B,Auxiliary Transmission Fluid Pump Control Module Feedback Signal
2356,P0C2C,Auxiliary Transmission Fluid Pump Control Module Feedback Signal Range/Performance
2357,P0C2D,Auxiliary Transmission Fluid Pump Control Module Feedback Signal Low
2358,P0C2E,Auxiliary Transmission Fluid Pump Control Module Feedback Signal High
2359,P0C2F,Internal Control Module Drive Motor/Generator - Engine Speed Sensor Performance
2360,P0C30,Hybrid Battery Pack State of Charge High
2361,P0C31,"Inverter ""B"" Cooling System Performance"
2362,P0C32,Hybrid Battery Cooling System Performance
2363,P0C33,"Hybrid Battery Temperature Sensor ""F"" Circuit"
2364,P0C34,"Hybrid Battery Temperature Sensor ""F"" Circuit Range/Performance"
2365,P0C35,"Hybrid Battery Temperature Sensor ""F"" Circuit Low"
2366,P0C36,"Hybrid Battery Temperature Sensor ""F"" Circuit High"
2367,P0C37,"Hybrid Battery Temperature Sensor ""F"" Circuit Intermittent/Erratic"
2368,P0C38,"DC/DC Converter Temperature Sensor ""A"" Circuit"
2369,P0C39,"DC/DC Converter Temperature Sensor ""A"" Range/Performance"
2370,P0C3A,"DC/DC Converter Temperature Sensor ""A"" Low"
2371,P0C3B,"DC/DC Converter Temperature Sensor ""A"" High"
2372,P0C3C,"DC/DC Converter Temperature Sensor ""A"" Intermittent/Erratic"
2373,P0C3D,"DC/DC Converter Temperature Sensor ""B"" Circuit"
2374,P0C3E,"DC/DC Converter Temperature Sensor ""B"" Range/Performance"
2375,P0C3F,"DC/DC Converter Temperature Sensor ""B"" Low"
2376,P0C40,"DC/DC Converter Temperature Sensor ""B"" High"
2377,P0C41,"DC/DC Converter Temperature Sensor ""B"" Intermittent/Erratic"
2378,P0C42,Hybrid Battery Pack Coolant Temperature Sensor Circuit
2379,P0C43,Hybrid Battery Pack Coolant Temperature Sensor Circuit Range/Performance
2380,P0C44,Hybrid Battery Pack Coolant Temperature Sensor Circuit Low
2381,P0C45,Hybrid Battery Pack Coolant Temperature Sensor Circuit High
2382,P0C46,Hybrid Battery Pack Coolant Temperature Sensor Circuit Intermittent/Erratic
2383,P0C47,Hybrid Battery Pack Coolant Pump Control Circuit/Open
2384,P0C48,Hybrid Battery Pack Coolant Pump Control Circuit Low
2385,P0C49,Hybrid Battery Pack Coolant Pump Control Circuit High
2386,P0C4A,Hybrid Battery Pack Coolant Pump Control Performance
2387,P0C4B,Hybrid Battery Pack Coolant Pump Supply Voltage Circuit/Open
2388,P0C4C,Hybrid Battery Pack Coolant Pump Supply Voltage Circuit Low
2389,P0C4D,Hybrid Battery Pack Coolant Pump Supply Voltage Circuit High
2390,P0C4E,"Drive Motor ""A"" Position Exceeded Learning Limit"
2391,P0C4F,"Drive Motor ""B"" Position Exceeded Learning Limit"
2392,P0C50,"Drive Motor ""A"" Position Sensor Circuit ""A"""
2393,P0C51,"Drive Motor ""A"" Position Sensor Circuit ""A"" Range/Performance"
2394,P0C52,"Drive Motor ""A"" Position Sensor Circuit ""A"" Low"
2395,P0C53,"Drive Motor ""A"" Position Sensor Circuit ""A"" High"
2396,P0C54,"Drive Motor ""A"" Position Sensor Circuit ""A"" Intermittent/Erratic"
2397,P0C55,"Drive Motor ""B"" Position Sensor Circuit ""A"""
2398,P0C56,"Drive Motor ""B"" Position Sensor Circuit ""A"" Range/Performance"
2399,P0C57,"Drive Motor ""B"" Position Sensor Circuit ""A"" Low"
2400,P0C58,"Drive Motor ""B"" Position Sensor Circuit ""A"" High"
2401,P0C59,"Drive Motor ""B"" Position Sensor Circuit ""A"" Intermittent/Erratic"
